Enzyme(s),Experimental_size_range,Theoretical_size_range,Score,%_max_Score,NF/1000,Cost_Reduction_Factor,Enrichment_Value,Robustness,C_Score|C_NF/1000,Number_of_sites
(BamHI) AND (BsaJI OR BseDI),317_557,160_400,363.0,25.05,2342.233,15.52,3.80972347047436,0.975529689272426,0.25|0.2,363
(BshFI OR BsuRI OR HaeIII) AND (CsiI OR MabI OR SexAI),297_697,140_540,422.0,29.12,2724.867,13.34,3.81003285837549,0.965280573809539,0.25|0.2,422
(BshFI OR BsuRI OR HaeIII) AND (BstXI),297_597,140_440,403.0,27.81,2602.479,13.96,3.81008218763381,0.967555605796521,0.25|0.2,403
(BglII) AND (BshFI OR BsuRI OR HaeIII),297_577,140_420,391.0,26.98,2525.883,14.39,3.81023647257990,0.966805633787479,0.25|0.2,391
(BauI OR BssSI) AND (BshFI OR BsuRI OR HaeIII),297_717,140_560,430.0,29.68,2778.296,13.08,3.81031005807488,0.970909223030531,0.25|0.2,430
(AjnI OR EcoRII OR Psp6I OR PspGI) AND (BtsIMutI),277_357,120_200,387.0,26.71,2501.739,14.53,3.81053103387471,0.921825348700639,0.25|0.2,387
(BciT130I OR BseBI OR Bst2UI OR BstNI OR MvaI) AND (PacI),277_517,120_360,397.0,27.4,2567.037,14.16,3.81064162165902,0.945268140910787,0.25|0.2,397
(AjnI OR EcoRII OR Psp6I OR PspGI) AND (PacI),277_597,120_440,472.0,32.57,3054.925,11.9,3.81105855391962,0.956556407045802,0.25|0.2,472
(AjnI OR EcoRII OR Psp6I OR PspGI) AND (BglII),277_517,120_360,447.0,30.85,2895.335,12.55,3.81139129717136,0.959027240329282,0.25|0.2,447
(BciT130I OR BseBI OR Bst2UI OR BstNI OR MvaI) AND (BglII),277_517,120_360,447.0,30.85,2895.616,12.55,3.81143344456633,0.965414012988847,0.25|0.2,447
(AccB7I OR PflMI OR Van91I) AND (AjnI OR EcoRII OR Psp6I OR PspGI),297_517,140_360,392.0,27.05,2539.659,14.31,3.81148934079625,0.952190193075966,0.25|0.2,392
(AjnI OR EcoRII OR Psp6I OR PspGI) AND (BbvI OR BseXI OR Lsp1109I),277_397,120_240,381.0,26.29,2470.763,14.71,3.81190611342190,0.923161565483350,0.25|0.2,381
(BshFI OR BsuRI OR HaeIII) AND (PvuII),297_597,140_440,397.0,27.4,2574.817,14.11,3.81195586109393,0.961455759325200,0.25|0.2,397
(BalI OR MlsI OR MluNI OR Mox20I OR MscI OR Msp20I) AND (BciT130I OR BseBI OR Bst2UI OR BstNI OR MvaI),277_517,120_360,427.0,29.47,2769.487,13.12,3.81197145587977,0.954825950291555,0.25|0.2,427
(BsaJI OR BseDI) AND (BssAI),297_557,140_400,399.0,27.54,2588.798,14.04,3.81212526872731,0.971100886601942,0.25|0.2,399
(BmtI OR BspOI) AND (BsaJI OR BseDI),297_557,140_400,406.0,28.02,2636.947,13.78,3.81257536741880,0.970034822854273,0.25|0.2,406
(BmeT110I OR BsoBI) AND (BciT130I OR BseBI OR Bst2UI OR BstNI OR MvaI),277_517,120_360,419.0,28.92,2722.115,13.35,3.81269244573733,0.953668467322192,0.25|0.2,419
(BsgI) AND (BshFI OR BsuRI OR HaeIII),357_717,200_560,365.0,25.19,2372.387,15.32,3.81289267110220,0.978056537071930,0.25|0.2,365
(Eam1105I) AND (BciT130I OR BseBI OR Bst2UI OR BstNI OR MvaI),277_597,120_440,479.0,33.06,3115.967,11.66,3.81325733616562,0.957666760398205,0.25|0.2,479
(BspMI) AND (Bsp1286I OR SduI),277_677,120_520,366.0,25.26,2380.886,15.26,3.81325751590874,0.977997927150788,0.25|0.2,366
(Eam1105I) AND (AjnI OR EcoRII OR Psp6I OR PspGI),277_597,120_440,479.0,33.06,3116.002,11.66,3.81326221433715,0.956906728593593,0.25|0.2,479
(BshFI OR BsuRI OR HaeIII) AND (CspCI),297_717,140_560,430.0,29.68,2797.258,12.99,3.81326406900034,0.973368887730208,0.25|0.2,430
(BshFI OR BsuRI OR HaeIII) AND (BtgI),297_557,140_400,372.0,25.67,2421.342,15.01,3.81351319537682,0.968748713117370,0.25|0.2,372
(AccB7I OR PflMI OR Van91I) AND (BshFI OR BsuRI OR HaeIII),297_597,140_440,415.0,28.64,2701.692,13.45,3.81358774008170,0.962992389962448,0.25|0.2,415
(AjnI OR EcoRII OR Psp6I OR PspGI) AND (BmeT110I OR BsoBI),277_517,120_360,418.0,28.85,2722.282,13.35,3.81375682979776,0.950862333252089,0.25|0.2,418
(BciT130I OR BseBI OR Bst2UI OR BstNI OR MvaI) AND (BtsIMutI),277_357,120_200,384.0,26.5,2501.082,14.53,3.81379670629289,0.916438006950385,0.25|0.2,384
(AjnI OR EcoRII OR Psp6I OR PspGI) AND (BalI OR MlsI OR MluNI OR Mox20I OR MscI OR Msp20I),277_517,120_360,425.0,29.33,2769.811,13.12,3.81406120563599,0.956301680595472,0.25|0.2,425
(BclI OR FbaI OR Ksp22I) AND (BshFI OR BsuRI OR HaeIII),297_597,140_440,386.0,26.64,2516.884,14.44,3.81427589525451,0.953134924558415,0.25|0.2,386
(HphI) AND (Bpu10I),257_577,100_420,367.0,25.33,2393.444,15.18,3.81435720638957,0.949392641524911,0.25|0.2,367
(Bsp1286I OR SduI) AND (CsiI OR MabI OR SexAI),277_917,120_760,379.0,26.16,2472.428,14.7,3.81448444332117,0.971890651034568,0.25|0.2,379
(BseMII) AND (BstEII OR BstPI OR Eco91I OR EcoO65I),277_437,120_280,393.0,27.12,2566.293,14.16,3.81491368896621,0.951420811100555,0.25|0.2,393
(BciT130I OR BseBI OR Bst2UI OR BstNI OR MvaI) AND (KpnI),277_517,120_360,399.0,27.54,2606.394,13.94,3.81506717151944,0.942905008658655,0.25|0.2,399
(Bsp1286I OR SduI) AND (BtgI),277_677,120_520,363.0,25.05,2374.917,15.3,3.81574181121030,0.968370130743629,0.25|0.2,363
(BciT130I OR BseBI OR Bst2UI OR BstNI OR MvaI) AND (CspCI),277_517,120_360,398.0,27.47,2606.965,13.94,3.81625212848133,0.939228753184080,0.25|0.2,398
(BmrI OR BmuI) AND (BshFI OR BsuRI OR HaeIII),337_637,180_480,365.0,25.19,2393.618,15.18,3.81676197763334,0.987368962746688,0.25|0.2,365
(Bsp1286I OR SduI) AND (PflFI OR PsyI OR Tth111I),277_857,120_700,366.0,25.26,2401.857,15.13,3.81706606173591,0.967252561445708,0.25|0.2,366
(CspAI) AND (BsaJI OR BseDI),297_557,140_400,387.0,26.71,2540.254,14.31,3.81716617887789,0.969355327888486,0.25|0.2,387
(Bsp1286I OR SduI) AND (PasI),277_837,120_680,365.0,25.19,2396.776,15.16,3.81733458279798,0.977273101759770,0.25|0.2,365
(BciT130I OR BseBI OR Bst2UI OR BstNI OR MvaI) AND (PpuMI OR Psp5II),277_477,120_320,402.0,27.74,2640.477,13.76,3.81745633581386,0.956815092292264,0.25|0.2,402
(AjnI OR EcoRII OR Psp6I OR PspGI) AND (PpuMI OR Psp5II),277_477,120_320,402.0,27.74,2640.787,13.76,3.81750732030907,0.958772408537911,0.25|0.2,402
(AxyI OR Bse21I OR Bsu36I OR Eco81I) AND (BshFI OR BsuRI OR HaeIII),297_597,140_440,377.0,26.02,2476.994,14.67,3.81758360439375,0.960669489236584,0.25|0.2,377
(BspMI) AND (BshFI OR BsuRI OR HaeIII),297_717,140_560,479.0,33.06,3148.526,11.54,3.81777177056937,0.984035383464835,0.25|0.2,479
(Bsp1286I OR SduI) AND (BspQI OR LguI OR SapI),277_857,120_700,363.0,25.05,2386.678,15.23,3.81788720483942,0.975789848863628,0.25|0.2,363
(AjnI OR EcoRII OR Psp6I OR PspGI) AND (SmiI OR SwaI),277_597,120_440,468.0,32.3,3077.231,11.81,3.81791424579269,0.956324054646875,0.25|0.2,468
(BciT130I OR BseBI OR Bst2UI OR BstNI OR MvaI) AND (SmiI OR SwaI),277_597,120_440,468.0,32.3,3077.305,11.81,3.81792468940425,0.957081769974943,0.25|0.2,468
(SfuI) AND (BciT130I OR BseBI OR Bst2UI OR BstNI OR MvaI),277_517,120_360,387.0,26.71,2546.89,14.27,3.81829922320162,0.949812900934274,0.25|0.2,387
(AjnI OR EcoRII OR Psp6I OR PspGI) AND (KpnI),277_517,120_360,396.0,27.33,2606.144,13.94,3.81830322264124,0.943362272167313,0.25|0.2,396
(AjnI OR EcoRII OR Psp6I OR PspGI) AND (SfuI),277_597,120_440,460.0,31.75,3029.86,11.99,3.81866472994543,0.962027576204680,0.25|0.2,460
(BshFI OR BsuRI OR HaeIII) AND (Eam1104I),297_477,140_320,364.0,25.12,2397.822,15.16,3.81871555687899,0.944733115589004,0.25|0.2,364
(AjnI OR EcoRII OR Psp6I OR PspGI) AND (CspCI),277_597,120_440,470.0,32.44,3097.882,11.73,3.81896701329094,0.958305049069372,0.25|0.2,470
(BsaJI OR BseDI) AND (BspQI OR LguI OR SapI),297_557,140_400,410.0,28.3,2704.491,13.44,3.81930168381640,0.969916811118200,0.25|0.2,410
(AjnI OR EcoRII OR Psp6I OR PspGI) AND (AjuI),277_517,120_360,407.0,28.09,2685.594,13.53,3.81944594874001,0.937585768409264,0.25|0.2,407
(BaeGI OR BseSI) AND (BshFI OR BsuRI OR HaeIII),297_537,140_380,364.0,25.12,2407.374,15.1,3.82044218212188,0.952630282009776,0.25|0.2,364
(Bsp1286I OR SduI) AND (FalI),277_717,120_560,366.0,25.26,2422.869,15.0,3.82084884788666,0.970326136207808,0.25|0.2,366
(AcuI OR Eco57I) AND (BciT130I OR BseBI OR Bst2UI OR BstNI OR MvaI),277_417,120_260,377.0,26.02,2495.842,14.56,3.82087573853694,0.925255013972833,0.25|0.2,377
(BshFI OR BsuRI OR HaeIII) AND (BstENI OR EcoNI OR XagI),297_677,140_520,436.0,30.09,2886.472,12.59,3.82088085974622,0.972608492236698,0.25|0.2,436
(AcuI OR Eco57I) AND (AjnI OR EcoRII OR Psp6I OR PspGI),277_417,120_260,377.0,26.02,2496.454,14.56,3.82098221789003,0.929072084183235,0.25|0.2,377
(BciT130I OR BseBI OR Bst2UI OR BstNI OR MvaI) AND (Eco147I OR PceI OR SseBI OR StuI),277_597,120_440,486.0,33.54,3219.076,11.29,3.82109496091540,0.951055285310752,0.25|0.2,486
(AjnI OR EcoRII OR Psp6I OR PspGI) AND (Eco147I OR PceI OR SseBI OR StuI),277_597,120_440,486.0,33.54,3219.095,11.29,3.82109752425059,0.950330832241335,0.25|0.2,486
(AspA2I OR AvrII OR BlnI OR XmaJI) AND (Bsp1286I OR SduI),277_797,120_640,366.0,25.26,2424.766,14.99,3.82118874834296,0.967624584912823,0.25|0.2,366
(BspCNI) AND (BstEII OR BstPI OR Eco91I OR EcoO65I),277_437,120_280,387.0,26.71,2564.749,14.17,3.82133390413698,0.956342759920174,0.25|0.2,387
(AjuI) AND (BciT130I OR BseBI OR Bst2UI OR BstNI OR MvaI),277_517,120_360,405.0,27.95,2685.667,13.53,3.82159713961247,0.942395409800575,0.25|0.2,405
(Bsp1286I OR SduI),277_1037,120_880,371.0,25.6,2460.23,14.77,3.82160180035889,0.972373101709411,0.25|0.2,371
(Alw21I OR BsiHKAI) AND (Bsp1286I OR SduI),277_1037,120_880,371.0,25.6,2460.23,14.77,3.82160180035889,0.972373101709411,0.25|0.2,371
(Bsp1286I OR SduI) AND (SacI OR SstI),277_1037,120_880,371.0,25.6,2460.23,14.77,3.82160180035889,0.972373101709411,0.25|0.2,371
(BaeGI OR BseSI) AND (Bsp1286I OR SduI),277_1037,120_880,371.0,25.6,2460.23,14.77,3.82160180035889,0.972373101709411,0.25|0.2,371
(BanII OR Eco24I) AND (Bsp1286I OR SduI),277_1037,120_880,371.0,25.6,2460.23,14.77,3.82160180035889,0.972373101709411,0.25|0.2,371
(AjnI OR EcoRII OR Psp6I OR PspGI) AND (Bsp19I OR NcoI),277_517,120_360,429.0,29.61,2846.028,12.77,3.82178187629217,0.949918540076748,0.25|0.2,429
(BsaJI OR BseDI) AND (BstEII OR BstPI OR Eco91I OR EcoO65I),297_557,140_400,400.0,27.61,2655.868,13.68,3.82214649491915,0.983278925020065,0.25|0.2,400
(BciT130I OR BseBI OR Bst2UI OR BstNI OR MvaI) AND (XbaI),277_517,120_360,433.0,29.88,2876.052,12.64,3.82230883762066,0.942552800888837,0.25|0.2,433
(Bsp1286I OR SduI) AND (NmeAIII),277_937,120_780,366.0,25.26,2431.522,14.95,3.82239711795062,0.977054048164264,0.25|0.2,366
(BshFI OR BsuRI OR HaeIII) AND (Bsp19I OR NcoI),297_717,140_560,454.0,31.33,3016.91,12.05,3.82250650170424,0.977923097518155,0.25|0.2,454
(HphI) AND (BshFI OR BsuRI OR HaeIII),317_477,160_320,375.0,25.88,2492.421,14.58,3.82259013403720,0.966191318167274,0.25|0.2,375
(BshFI OR BsuRI OR HaeIII) AND (XbaI),337_697,180_540,378.0,26.09,2512.723,14.46,3.82265281521691,0.978068726175144,0.25|0.2,378
(BsaJI OR BseDI) AND (PflFI OR PsyI OR Tth111I),297_557,140_400,399.0,27.54,2652.379,13.7,3.82266268507478,0.969425623816699,0.25|0.2,399
(BciT130I OR BseBI OR Bst2UI OR BstNI OR MvaI) AND (Bsp19I OR NcoI),277_517,120_360,428.0,29.54,2845.963,12.77,3.82278548056493,0.953789862222621,0.25|0.2,428
(BsaJI OR BseDI) AND (PpuMI OR Psp5II),297_557,140_400,430.0,29.68,2859.383,12.71,3.82280387524053,0.972647370765919,0.25|0.2,430
(AjnI OR EcoRII OR Psp6I OR PspGI) AND (Eam1104I),277_417,120_260,371.0,25.6,2470.072,14.71,3.82333570305634,0.953101733097720,0.25|0.2,371
(AccB7I OR PflMI OR Van91I) AND (BsaJI OR BseDI),297_557,140_400,435.0,30.02,2897.621,12.54,3.82355232349984,0.973782226595072,0.25|0.2,435
(AjnI OR EcoRII OR Psp6I OR PspGI) AND (XbaI),277_557,120_400,476.0,32.85,3171.594,11.46,3.82367063486427,0.954444962363002,0.25|0.2,476
(AspA2I OR AvrII OR BlnI OR XmaJI) AND (BciT130I OR BseBI OR Bst2UI OR BstNI OR MvaI),277_557,120_400,455.0,31.4,3032.461,11.98,3.82378382752496,0.960261192363624,0.25|0.2,455
(AspA2I OR AvrII OR BlnI OR XmaJI) AND (BshFI OR BsuRI OR HaeIII),337_717,180_560,368.0,25.4,2452.648,14.82,3.82378740477663,0.988183031532109,0.25|0.2,368
(BciT130I OR BseBI OR Bst2UI OR BstNI OR MvaI) AND (PvuII),277_517,120_360,434.0,29.95,2893.513,12.56,3.82393570839341,0.947889128742788,0.25|0.2,434
(Bsp1286I OR SduI) AND (SbfI OR SdaI OR Sse8387I),277_1037,120_880,374.0,25.81,2494.528,14.57,3.82411678087017,0.972390261402377,0.25|0.2,374
(SfuI) AND (Bsp1286I OR SduI),277_1037,120_880,379.0,26.16,2529.145,14.37,3.82433451889973,0.973886174837641,0.25|0.2,379
(AhlI OR BcuI OR SpeI) AND (BsaJI OR BseDI),297_557,140_400,401.0,27.67,2677.66,13.57,3.82461105834627,0.980487134183790,0.25|0.2,401
(AjnI OR EcoRII OR Psp6I OR PspGI) AND (AspA2I OR AvrII OR BlnI OR XmaJI),277_557,120_400,454.0,31.33,3032.467,11.98,3.82474023061526,0.959402848957366,0.25|0.2,454
(BsaJI OR BseDI) AND (SbfI OR SdaI OR Sse8387I),337_677,180_520,379.0,26.16,2532.842,14.35,3.82496888915200,0.970376409840475,0.25|0.2,379
(BsaJI OR BseDI) AND (MssI),337_677,180_520,379.0,26.16,2533.754,14.34,3.82512523734782,0.970421804754014,0.25|0.2,379
(Bsp1286I OR SduI) AND (MssI),277_1037,120_880,372.0,25.67,2487.243,14.61,3.82517527739596,0.975150480315735,0.25|0.2,372
(AjnI OR EcoRII OR Psp6I OR PspGI) AND (EcoO109I),297_477,140_320,367.0,25.33,2454.605,14.81,3.82531555028331,0.948221828498825,0.25|0.2,367
(BciT130I OR BseBI OR Bst2UI OR BstNI OR MvaI) AND (SacI OR SstI),277_597,120_440,482.0,33.26,3227.344,11.26,3.82579822073166,0.957520543047007,0.25|0.2,482
(AjnI OR EcoRII OR Psp6I OR PspGI) AND (AxyI OR Bse21I OR Bsu36I OR Eco81I),277_597,120_440,496.0,34.23,3321.185,10.94,3.82581139129169,0.954661302724210,0.25|0.2,496
(BsaJI OR BseDI) AND (NmeAIII),297_557,140_400,383.0,26.43,2565.582,14.16,3.82598712597324,0.972899337011593,0.25|0.2,383
(BmeT110I OR BsoBI) AND (MlyI OR SchI),237_857,80_700,369.0,25.47,2473.338,14.69,3.82625710382308,0.971994970840629,0.25|0.2,369
(Bpu10I) AND (Bsp1286I OR SduI),277_717,120_560,381.0,26.29,2555.393,14.22,3.82653272511850,0.981854324754021,0.25|0.2,381
(AjnI OR EcoRII OR Psp6I OR PspGI) AND (SacI OR SstI),277_597,120_440,481.0,33.2,3227.248,11.26,3.82668726395820,0.956686726453870,0.25|0.2,481
(AjnI OR EcoRII OR Psp6I OR PspGI) AND (PvuII),277_597,120_440,508.0,35.06,3410.19,10.66,3.82691486426072,0.952182632738445,0.25|0.2,508
(BciT130I OR BseBI OR Bst2UI OR BstNI OR MvaI) AND (TaqI),277_517,120_360,453.0,31.26,3041.215,11.95,3.82694892185146,0.962590845839123,0.25|0.2,453
(AjuI) AND (BsaJI OR BseDI),297_557,140_400,398.0,27.47,2673.064,13.6,3.82712628492980,0.966362287525621,0.25|0.2,398
(BbvI OR BseXI OR Lsp1109I) AND (BsaWI),237_817,80_660,371.0,25.6,2493.331,14.58,3.82740602710425,0.964309936890968,0.25|0.2,371
(BsaJI OR BseDI) AND (CsiI OR MabI OR SexAI),297_557,140_400,390.0,26.92,2621.917,13.86,3.82755433242042,0.973912204481316,0.25|0.2,390
(AxyI OR Bse21I OR Bsu36I OR Eco81I) AND (BciT130I OR BseBI OR Bst2UI OR BstNI OR MvaI),277_597,120_440,494.0,34.09,3321.13,10.94,3.82755892672823,0.955962626818716,0.25|0.2,494
(BciT130I OR BseBI OR Bst2UI OR BstNI OR MvaI) AND (Bpu10I),277_517,120_360,451.0,31.12,3035.747,11.97,3.82808903263061,0.968276956707499,0.25|0.2,451
(AjnI OR EcoRII OR Psp6I OR PspGI) AND (BtgI),277_517,120_360,441.0,30.43,2968.509,12.24,3.82809978050113,0.955628106149913,0.25|0.2,441
(BmeT110I OR BsoBI) AND (BsaJI OR BseDI),297_557,140_400,391.0,26.98,2632.36,13.81,3.82816852546478,0.978873116032154,0.25|0.2,391
(BsaJI OR BseDI) AND (PasI),337_677,180_520,374.0,25.81,2518.278,14.43,3.82823206924318,0.969907566378117,0.25|0.2,374
(AspA2I OR AvrII OR BlnI OR XmaJI) AND (BsaJI OR BseDI),337_677,180_520,374.0,25.81,2518.943,14.43,3.82834673795919,0.969915326608079,0.25|0.2,374
(BsaJI OR BseDI) AND (BtgI),337_677,180_520,374.0,25.81,2518.943,14.43,3.82834673795919,0.969915326608079,0.25|0.2,374
(BsaJI OR BseDI),337_677,180_520,374.0,25.81,2518.943,14.43,3.82834673795919,0.969915326608079,0.25|0.2,374
(BsaJI OR BseDI) AND (Bsp19I OR NcoI),337_677,180_520,374.0,25.81,2518.943,14.43,3.82834673795919,0.969915326608079,0.25|0.2,374
(BsaJI OR BseDI) AND (BssT1I OR Eco130I OR EcoT14I OR ErhI OR StyI),337_677,180_520,374.0,25.81,2518.943,14.43,3.82834673795919,0.969915326608079,0.25|0.2,374
(AlwNI OR CaiI OR PstNI) AND (Bsp1286I OR SduI),277_677,120_520,378.0,26.09,2546.211,14.27,3.82840259018690,0.961284206679950,0.25|0.2,378
(AhlI OR BcuI OR SpeI) AND (Bsp1286I OR SduI),277_917,120_760,374.0,25.81,2519.525,14.42,3.82844706980196,0.973930695411478,0.25|0.2,374
(BshFI OR BsuRI OR HaeIII) AND (PflFI OR PsyI OR Tth111I),297_697,140_540,410.0,28.3,2763.219,13.15,3.82863144973946,0.976963870000593,0.25|0.2,410
(BsiSI OR MspI) AND (FokI),277_597,120_440,391.0,26.98,2635.605,13.79,3.82870356537945,0.979757593066804,0.25|0.2,391
(BciT130I OR BseBI OR Bst2UI OR BstNI OR MvaI) AND (Bsp1286I OR SduI),277_397,120_240,380.0,26.22,2562.1,14.18,3.82881247984597,0.924283025912346,0.25|0.2,380
(BciT130I OR BseBI OR Bst2UI OR BstNI OR MvaI) AND (EcoO109I),297_477,140_320,364.0,25.12,2454.523,14.81,3.82886572234327,0.952724624161663,0.25|0.2,364
(AjnI OR EcoRII OR Psp6I OR PspGI) AND (TaqI),277_517,120_360,451.0,31.12,3041.876,11.95,3.82896496448157,0.963204812585436,0.25|0.2,451
(BsaJI OR BseDI) AND (KpnI),337_677,180_520,386.0,26.64,2603.472,13.96,3.82896560658486,0.964740341621880,0.25|0.2,386
(BciT130I OR BseBI OR Bst2UI OR BstNI OR MvaI) AND (Eam1104I),277_417,120_260,366.0,25.26,2469.46,14.72,3.82912091051317,0.955736634509231,0.25|0.2,366
(SfuI) AND (BsaJI OR BseDI),297_557,140_400,379.0,26.16,2557.24,14.21,3.82913227902206,0.973925228822197,0.25|0.2,379
(BsaJI OR BseDI) AND (Sfr274I),337_677,180_520,378.0,26.09,2550.952,14.25,3.82921048694534,0.972235088732383,0.25|0.2,378
(Bsp1286I OR SduI) AND (PaeI OR SphI),277_837,120_680,368.0,25.4,2484.13,14.63,3.82932650101352,0.957961435577836,0.25|0.2,368
(BbvI OR BseXI OR Lsp1109I) AND (BshFI OR BsuRI OR HaeIII),337_557,180_400,371.0,25.6,2505.584,14.5,3.82953505748140,0.972684087126741,0.25|0.2,371
(AjnI OR EcoRII OR Psp6I OR PspGI) AND (Bpu10I),297_517,140_360,394.0,27.19,2662.166,13.65,3.82973891069410,0.965047074947379,0.25|0.2,394
(BciT130I OR BseBI OR Bst2UI OR BstNI OR MvaI) AND (BsgI),277_517,120_360,440.0,30.37,2973.86,12.22,3.82986784295913,0.950003933947894,0.25|0.2,440
(BciT130I OR BseBI OR Bst2UI OR BstNI OR MvaI) AND (BplI),277_597,120_440,485.0,33.47,3278.577,11.08,3.82994364927290,0.966740916122205,0.25|0.2,485
(BplI) AND (BshFI OR BsuRI OR HaeIII),297_717,140_560,451.0,31.12,3049.957,11.92,3.83011717458543,0.969068226634641,0.25|0.2,451
(BsiSI OR MspI) AND (TatI),317_1157,160_1000,369.0,25.47,2497.146,14.55,3.83041756871961,0.982409167698466,0.25|0.2,369
(BshFI OR BsuRI OR HaeIII) AND (BstYI OR PsuI),297_497,140_340,384.0,26.5,2599.603,13.98,3.83057580511334,0.956042243255666,0.25|0.2,384
(AjnI OR EcoRII OR Psp6I OR PspGI) AND (BplI),277_597,120_440,484.0,33.4,3278.586,11.08,3.83084121840802,0.967722811046899,0.25|0.2,484
(BshFI OR BsuRI OR HaeIII) AND (BtsI),297_697,140_540,471.0,32.51,3190.738,11.39,3.83087023745141,0.970065250154798,0.25|0.2,471
(BsaXI) AND (Bsp1286I OR SduI),257_697,100_540,402.0,27.74,2725.706,13.33,3.83125295708496,0.969022441284273,0.25|0.2,402
(BspMI) AND (BbvI OR BseXI OR Lsp1109I),277_757,120_600,369.0,25.47,2503.508,14.52,3.83152261737307,0.990234072364570,0.25|0.2,369
(AjnI OR EcoRII OR Psp6I OR PspGI) AND (BsgI),277_517,120_360,438.0,30.23,2974.331,12.22,3.83191518706263,0.950848553362872,0.25|0.2,438
(BglII) AND (Bsp1286I OR SduI),277_757,120_600,367.0,25.33,2493.252,14.58,3.83210011183630,0.962149099678803,0.25|0.2,367
(AjnI OR EcoRII OR Psp6I OR PspGI) AND (Bsp1286I OR SduI),277_397,120_240,377.0,26.02,2561.703,14.19,3.83218742667125,0.928612488779083,0.25|0.2,377
(BshFI OR BsuRI OR HaeIII) AND (PpuMI OR Psp5II),297_597,140_440,400.0,27.61,2719.691,13.36,3.83245957277312,0.949694932574874,0.25|0.2,400
(AjnI OR EcoRII OR Psp6I OR PspGI) AND (BstENI OR EcoNI OR XagI),277_597,120_440,487.0,33.61,3311.642,10.97,3.83251442069409,0.955320841695061,0.25|0.2,487
(BshFI OR BsuRI OR HaeIII) AND (EcoO109I),297_597,140_440,399.0,27.54,2715.629,13.38,3.83289754213882,0.950102478685232,0.25|0.2,399
(BsiSI OR MspI) AND (DraI),257_1137,100_980,363.0,25.05,2471.081,14.71,3.83298035641472,0.977853116096829,0.25|0.2,363
(BciT130I OR BseBI OR Bst2UI OR BstNI OR MvaI) AND (BtgI),277_517,120_360,436.0,30.09,2968.27,12.24,3.83301691346269,0.965342990340933,0.25|0.2,436
(AflII OR BfrI OR BspTI OR BstAFI OR MspCI OR Vha464I) AND (BshFI OR BsuRI OR HaeIII),297_697,140_540,428.0,29.54,2914.941,12.47,3.83318599981299,0.973510682488603,0.25|0.2,428
(AjuI) AND (Bsp1286I OR SduI),277_917,120_760,375.0,25.88,2554.291,14.23,3.83323910542481,0.956979098136663,0.25|0.2,375
(AjnI OR EcoRII OR Psp6I OR PspGI) AND (BtsI),277_597,120_440,522.0,36.02,3556.39,10.22,3.83333887740633,0.953149377158539,0.25|0.2,522
(BciT130I OR BseBI OR Bst2UI OR BstNI OR MvaI) AND (BstENI OR EcoNI OR XagI),277_597,120_440,486.0,33.54,3311.508,10.97,3.83338953929822,0.952772696894814,0.25|0.2,486
(BciT130I OR BseBI OR Bst2UI OR BstNI OR MvaI) AND (MfeI OR MunI),277_597,120_440,477.0,32.92,3250.492,11.18,3.83343072246594,0.957887908126806,0.25|0.2,477
(BshFI OR BsuRI OR HaeIII) AND (PstI),297_777,140_620,476.0,32.85,3243.878,11.2,3.83345755961174,0.976970679889753,0.25|0.2,476
(AflIII) AND (Bsp1286I OR SduI),277_677,120_520,364.0,25.12,2481.884,14.64,3.83368009563405,0.968213404993328,0.25|0.2,364
(BsgI) AND (Bsp1286I OR SduI),277_697,120_540,363.0,25.05,2475.425,14.68,3.83374314765136,0.956755413260040,0.25|0.2,363
(Bsp1286I OR SduI) AND (MlyI OR SchI),277_477,120_320,370.0,25.53,2523.841,14.4,3.83386026715577,0.957302966986230,0.25|0.2,370
(BshFI OR BsuRI OR HaeIII) AND (Eco32I),297_717,140_560,425.0,29.33,2900.669,12.53,3.83410924353861,0.977124993085494,0.25|0.2,425
(BciT130I OR BseBI OR Bst2UI OR BstNI OR MvaI) AND (BtsI),277_597,120_440,521.0,35.96,3556.179,10.22,3.83414588972861,0.953735092817801,0.25|0.2,521
(AjnI OR EcoRII OR Psp6I OR PspGI) AND (MfeI OR MunI),277_597,120_440,476.0,32.85,3250.503,11.18,3.83434361848037,0.958515450268144,0.25|0.2,476
(AjnI OR EcoRII OR Psp6I OR PspGI) AND (Eco32I),277_597,120_440,470.0,32.44,3210.647,11.32,3.83449470101617,0.956371834857464,0.25|0.2,470
(BciT130I OR BseBI OR Bst2UI OR BstNI OR MvaI) AND (Eco32I),277_597,120_440,470.0,32.44,3210.833,11.32,3.83451985994328,0.957182901227778,0.25|0.2,470
(BciT130I OR BseBI OR Bst2UI OR BstNI OR MvaI) AND (BciVI OR BfuI),277_517,120_360,411.0,28.36,2808.638,12.94,3.83465394554425,0.941258577377815,0.25|0.2,411
(BseMII) AND (BsiSI OR MspI),257_377,100_220,382.0,26.36,2612.251,13.91,3.83495154119123,0.959242573388356,0.25|0.2,382
(HphI) AND (TaqI),317_737,160_580,363.0,25.05,2483.449,14.63,3.83514862073423,0.971783753706289,0.25|0.2,363
(BciT130I OR BseBI OR Bst2UI OR BstNI OR MvaI) AND (BseRI),277_557,120_400,530.0,36.58,3626.391,10.02,3.83519875861640,0.958164191968318,0.25|0.2,530
