#Chromosome	Start	End	Name	Summit	Score	ChIP	Control	FoldEnrichment	DistributionScore	FDR
chr2	74185855	74186099	Peak_3942	74185977	6.74	6.82	0.08	82.97	1.00	0.00
chr2	74715039	74715283	Peak_6553	74715161	3.26	3.35	0.09	36.93	1.00	0.09
chr2	74883145	74883389	Peak_12218	74883267	1.21	1.36	0.15	9.00	1.00	0.30
chr2	74908006	74908250	Peak_2988	74908128	9.43	9.67	0.24	39.79	1.00	0.00
chr2	74942065	74942309	Peak_3001	74942187	9.37	9.48	0.11	83.33	1.00	0.00
chr2	75118457	75118701	Peak_7468	75118579	2.66	2.78	0.12	22.50	1.00	0.13
chr2	75174675	75174919	Peak_5538	75174797	4.18	4.24	0.06	75.37	1.00	0.04
chr2	75434815	75435059	Peak_11489	75434937	1.33	1.61	0.27	5.91	1.00	0.24
chr2	75792401	75792645	Peak_4645	75792523	5.46	5.71	0.25	23.11	1.00	0.00
chr2	75844414	75844658	Peak_13045	75844536	1.08	1.24	0.16	7.79	1.00	0.33
chr2	75904926	75905170	Peak_4997	75905048	4.93	5.07	0.14	36.14	1.00	0.00
chr2	76050190	76050434	Peak_3664	76050312	7.40	7.56	0.16	47.13	1.00	0.00
chr2	76070381	76070625	Peak_9444	76070503	1.85	1.96	0.11	17.71	1.00	0.16
chr2	76154268	76154512	Peak_10493	76154390	1.56	1.73	0.18	9.75	1.00	0.23
chr2	76248369	76248613	Peak_12901	76248491	1.10	1.25	0.15	8.25	1.00	0.32
chr2	76370208	76370452	Peak_10044	76370330	1.67	1.96	0.29	6.66	1.00	0.21
chr2	77594927	77595171	Peak_5557	77595049	4.17	4.22	0.05	83.19	1.00	0.04
chr2	77839705	77839949	Peak_1445	77839827	17.63	17.83	0.20	88.33	1.00	0.00
chr2	78512887	78513131	Peak_12623	78513009	1.14	1.33	0.19	7.02	1.00	0.31
chr2	78767041	78767285	Peak_2242	78767163	12.49	12.61	0.12	107.27	1.00	0.00
chr2	79454524	79454768	Peak_11214	79454646	1.39	1.54	0.15	10.19	1.00	0.23
chr2	79456674	79456918	Peak_11660	79456796	1.30	1.45	0.15	9.76	1.00	0.27
chr2	79818561	79818805	Peak_7427	79818683	2.68	2.82	0.15	19.45	1.00	0.13
chr2	80638654	80638898	Peak_1653	80638776	15.90	15.99	0.10	162.83	1.00	0.00
chr2	83644275	83644519	Peak_9024	83644397	1.99	2.05	0.05	40.71	0.99	0.17
chr2	84727195	84727439	Peak_2777	84727317	10.22	10.52	0.30	35.19	1.00	0.00
chr2	84727569	84727813	Peak_1001	84727691	22.54	22.81	0.27	85.35	1.00	0.00
chr2	84826854	84827098	Peak_10810	84826976	1.48	1.64	0.16	10.06	1.00	0.24
chr2	84887475	84887719	Peak_9317	84887597	1.88	2.20	0.32	6.89	1.00	0.16
chr2	84887720	84887964	Peak_7637	84887842	2.58	2.83	0.25	11.12	1.00	0.13
chr2	85037053	85037297	Peak_8009	85037175	2.40	2.65	0.25	10.49	1.00	0.15
chr2	85266927	85267171	Peak_1380	85267049	18.22	18.45	0.24	78.51	1.00	0.00
chr2	86464756	86465000	Peak_10777	86464878	1.49	1.74	0.26	6.77	1.00	0.24
chr2	86588660	86588904	Peak_11114	86588782	1.41	1.54	0.13	11.91	1.00	0.23
chr2	86674433	86674677	Peak_13126	86674555	1.07	1.19	0.12	9.64	1.00	0.33
chr2	87437790	87438034	Peak_2330	87437912	11.99	12.27	0.28	44.41	1.00	0.00
chr2	87955952	87956196	Peak_12784	87956074	1.12	1.26	0.14	9.14	1.00	0.30
chr2	89949814	89950058	Peak_5390	89949936	4.36	4.58	0.23	20.24	1.00	0.04
chr2	90474854	90475098	Peak_1335	90474976	18.68	18.81	0.13	139.55	1.00	0.00
chr2	90558450	90558694	Peak_370	90558572	37.49	37.82	0.33	115.79	1.00	0.00
chr2	90745327	90745571	Peak_271	90745449	42.13	42.27	0.14	296.93	1.00	0.00
chr2	90846920	90847164	Peak_28	90847042	81.41	81.55	0.14	564.84	1.00	0.00
chr2	90927132	90927376	Peak_8046	90927254	2.37	2.53	0.16	15.89	1.00	0.16
chr2	91044799	91045043	Peak_6762	91044921	3.11	3.57	0.46	7.80	1.00	0.10
chr2	91182318	91182562	Peak_10585	91182440	1.53	1.85	0.11	17.54	0.88	0.23
chr2	91294716	91294960	Peak_9101	91294838	1.96	2.21	0.25	8.88	1.00	0.16
chr2	91526579	91526823	Peak_9170	91526701	1.93	2.21	0.27	8.06	1.00	0.16
chr2	91644107	91644351	Peak_1883	91644229	14.42	14.58	0.15	95.83	1.00	0.00
chr2	91651093	91651337	Peak_12752	91651215	1.12	1.36	0.24	5.77	1.00	0.30
chr2	92008440	92008684	Peak_3920	92008562	6.79	6.89	0.09	72.88	1.00	0.00
chr2	92055428	92055672	Peak_4292	92055550	6.06	6.20	0.13	46.45	1.00	0.00
chr2	92372856	92373100	Peak_10546	92372978	1.54	1.72	0.19	9.20	1.00	0.23
chr2	92375142	92375386	Peak_4282	92375264	6.09	6.18	0.09	70.44	1.00	0.00
chr2	92377583	92377827	Peak_4803	92377705	5.23	5.35	0.12	43.83	1.00	0.00
chr2	92392773	92393017	Peak_13119	92392895	1.07	1.16	0.09	12.96	1.00	0.33
chr2	92431026	92431270	Peak_8798	92431148	2.06	2.87	0.07	39.86	0.74	0.17
chr2	92459035	92459279	Peak_11513	92459157	1.33	1.60	0.28	5.82	1.00	0.24
chr2	92484737	92484981	Peak_3893	92484859	6.86	6.97	0.11	64.03	1.00	0.00
chr2	92640600	92640844	Peak_5686	92640722	4.06	4.21	0.15	27.71	1.00	0.04
chr2	92711456	92711700	Peak_967	92711578	22.96	23.05	0.10	242.17	1.00	0.00
chr2	92973695	92973939	Peak_4901	92973817	5.06	5.43	0.38	14.46	1.00	0.00
chr2	93062255	93062499	Peak_10245	93062377	1.61	1.71	0.10	17.82	1.00	0.22
chr2	93357763	93358007	Peak_10736	93357885	1.50	1.55	0.05	30.69	1.00	0.23
chr2	93525141	93525385	Peak_6836	93525263	3.06	3.20	0.14	22.84	1.00	0.10
chr2	93546434	93546678	Peak_6003	93546556	3.73	3.92	0.19	20.24	1.00	0.03
chr2	93709219	93709463	Peak_11125	93709341	1.41	1.53	0.12	12.93	1.00	0.23
chr2	93738199	93738443	Peak_6135	93738321	3.60	3.70	0.09	39.64	1.00	0.05
chr2	93822493	93822737	Peak_4789	93822615	5.25	5.46	0.20	26.73	1.00	0.00
chr2	93924972	93925216	Peak_9289	93925094	1.90	2.13	0.23	9.10	1.00	0.16
chr2	94001767	94002011	Peak_8869	94001889	2.04	2.18	0.14	15.30	1.00	0.17
chr2	94158104	94158348	Peak_12925	94158226	1.10	1.18	0.09	13.90	1.00	0.32
chr2	94173528	94173772	Peak_7393	94173650	2.70	2.93	0.22	13.21	1.00	0.14
chr2	94243079	94243323	Peak_8202	94243201	2.31	2.67	0.36	7.41	1.00	0.16
chr2	94303877	94304121	Peak_12383	94303999	1.18	1.34	0.16	8.60	1.00	0.31
chr2	94347178	94347422	Peak_12322	94347300	1.19	1.45	0.26	5.60	1.00	0.32
chr2	94378966	94379210	Peak_11685	94379088	1.30	1.36	0.05	27.04	0.99	0.26
chr2	97466600	97466844	Peak_13140	97466722	1.07	1.34	0.27	4.91	1.00	0.33
chr2	98183780	98184024	Peak_8803	98183902	2.06	2.22	0.16	13.90	1.00	0.17
chr2	101665362	101665606	Peak_8265	101665484	2.28	2.37	0.10	24.95	1.00	0.17
chr2	101773733	101773977	Peak_10731	101773855	1.50	1.57	0.07	21.83	1.00	0.23
chr2	101796614	101796858	Peak_5772	101796736	3.97	4.11	0.14	29.34	1.00	0.03
chr2	102015040	102015284	Peak_2042	102015162	13.43	13.58	0.14	95.74	1.00	0.00
chr2	102648758	102649002	Peak_3394	102648880	8.09	8.23	0.15	56.39	1.00	0.00
chr2	102682213	102682457	Peak_9573	102682335	1.80	2.05	0.25	8.30	1.00	0.18
chr2	102727850	102728094	Peak_12974	102727972	1.09	1.22	0.13	9.39	1.00	0.32
chr2	102735902	102736146	Peak_3373	102736024	8.15	8.33	0.18	46.39	1.00	0.00
chr2	102940243	102940487	Peak_9500	102940365	1.83	1.88	0.05	37.33	1.00	0.16
chr2	103073499	103073743	Peak_11067	103073621	1.42	1.48	0.07	22.73	1.00	0.23
chr2	103719424	103719668	Peak_13570	103719546	1.01	1.19	0.19	6.40	1.00	0.35
chr2	103761182	103761426	Peak_1501	103761304	17.15	17.44	0.28	61.56	1.00	0.00
chr2	103969409	103969653	Peak_9503	103969531	1.83	2.23	0.40	5.56	1.00	0.16
chr2	104069855	104070099	Peak_2393	104069977	11.70	11.99	0.30	40.44	1.00	0.00
chr2	104095871	104096115	Peak_5582	104095993	4.15	4.23	0.09	47.38	1.00	0.04
chr2	104122676	104122920	Peak_10404	104122798	1.57	1.72	0.15	11.59	1.00	0.22
chr2	104590272	104590516	Peak_4112	104590394	6.37	6.60	0.23	28.74	1.00	0.00
chr2	105026829	105027073	Peak_7168	105026951	2.84	3.16	0.32	9.91	1.00	0.13
chr2	105146906	105147150	Peak_3748	105147028	7.19	7.39	0.20	36.78	1.00	0.00
chr2	105181565	105181809	Peak_6278	105181687	3.47	3.64	0.16	22.23	1.00	0.08
chr2	105188101	105188345	Peak_5654	105188223	4.08	4.42	0.34	13.15	1.00	0.04
chr2	105261393	105261637	Peak_1845	105261515	14.73	14.93	0.20	73.58	1.00	0.00
chr2	105301196	105301440	Peak_9881	105301318	1.72	1.89	0.18	10.74	1.00	0.20
chr2	105353742	105353986	Peak_5973	105353864	3.76	3.95	0.20	20.16	1.00	0.03
chr2	105616356	105616600	Peak_2669	105616478	10.62	10.79	0.17	62.38	1.00	0.00
chr2	106313773	106314017	Peak_8460	106313895	2.19	2.27	0.08	27.83	1.00	0.17
chr2	109673885	109674129	Peak_11453	109674007	1.34	1.56	0.22	7.10	1.00	0.24
chr2	109693829	109694073	Peak_11667	109693951	1.30	1.58	0.28	5.69	1.00	0.27
chr2	110887884	110888128	Peak_12840	110888006	1.11	1.16	0.05	23.03	1.00	0.31
chr2	112261842	112262086	Peak_11070	112261964	1.42	1.99	0.58	3.46	1.00	0.23
chr2	112262029	112262273	Peak_8696	112262151	2.10	2.16	0.07	32.92	1.00	0.17
chr2	112265384	112265628	Peak_5282	112265506	4.52	4.74	0.22	21.36	1.00	0.04
chr2	112542434	112542678	Peak_4104	112542556	6.39	6.58	0.19	34.54	1.00	0.00
chr2	112590385	112590629	Peak_6215	112590507	3.53	3.63	0.10	34.79	1.00	0.08
chr2	112778859	112779103	Peak_5696	112778981	4.05	4.23	0.18	23.60	1.00	0.04
chr2	113829037	113829281	Peak_6921	113829159	3.01	3.30	0.29	11.27	1.00	0.12
chr2	114136301	114136545	Peak_5439	114136423	4.30	4.39	0.09	49.15	1.00	0.04
chr2	114201365	114201609	Peak_3055	114201487	9.19	9.34	0.15	61.77	1.00	0.00
chr2	114353946	114354190	Peak_1482	114354068	17.38	17.54	0.17	106.06	1.00	0.00
chr2	115581513	115581757	Peak_3288	115581635	8.40	8.74	0.34	25.61	1.00	0.00
chr2	115821778	115822022	Peak_11870	115821900	1.27	1.32	0.05	26.16	1.00	0.27
chr2	116060177	116060421	Peak_7654	116060299	2.57	2.72	0.15	17.75	1.00	0.13
chr2	116067008	116067252	Peak_7451	116067130	2.67	2.76	0.09	31.10	1.00	0.13
chr2	116180070	116180314	Peak_3072	116180192	9.13	9.24	0.11	86.71	1.00	0.00
chr2	117120584	117120828	Peak_12943	117120706	1.10	1.16	0.06	19.20	1.00	0.32
chr2	117136399	117136643	Peak_11565	117136521	1.32	1.42	0.10	13.61	1.00	0.25
chr2	117188857	117189101	Peak_9758	117188979	1.75	1.90	0.15	12.78	1.00	0.18
chr2	117324650	117324894	Peak_12445	117324772	1.17	1.29	0.12	10.70	1.00	0.31
chr2	117439871	117440115	Peak_9996	117439993	1.68	1.74	0.05	32.49	1.00	0.21
chr2	117708821	117709065	Peak_2005	117708943	13.70	13.76	0.07	209.48	1.00	0.00
chr2	118207017	118207261	Peak_10377	118207139	1.58	1.64	0.06	28.82	1.00	0.22
chr2	118307641	118307885	Peak_7423	118307763	2.68	2.79	0.11	25.07	1.00	0.13
chr2	118479637	118479881	Peak_1278	118479759	19.45	19.69	0.24	82.46	1.00	0.00
chr2	118598074	118598318	Peak_8499	118598196	2.18	2.34	0.16	14.43	1.00	0.16
chr2	118659578	118659822	Peak_1478	118659700	17.40	17.68	0.28	62.91	1.00	0.00
chr2	118779554	118779798	Peak_348	118779676	38.71	39.15	0.44	88.58	1.00	0.00
chr2	118975292	118975536	Peak_13374	118975414	1.03	1.18	0.15	8.09	1.00	0.35
chr2	119046717	119046961	Peak_11547	119046839	1.32	1.44	0.12	12.02	1.00	0.25
chr2	119047030	119047274	Peak_1018	119047152	22.40	22.56	0.16	142.92	1.00	0.00
chr2	119112713	119112957	Peak_5640	119112835	4.09	4.41	0.32	13.85	1.00	0.04
chr2	119127777	119128021	Peak_9558	119127899	1.81	1.97	0.17	11.83	1.00	0.18
chr2	119172527	119172771	Peak_1774	119172649	15.15	15.38	0.23	65.92	1.00	0.00
chr2	119208304	119208548	Peak_5427	119208426	4.32	4.68	0.36	12.93	1.00	0.04
chr2	119208703	119208947	Peak_13060	119208825	1.08	1.31	0.24	5.58	1.00	0.34
chr2	119520946	119521190	Peak_11319	119521068	1.37	1.45	0.08	18.32	1.00	0.25
chr2	119547510	119547754	Peak_5458	119547632	4.27	4.38	0.10	43.94	1.00	0.04
chr2	119618365	119618609	Peak_12326	119618487	1.19	1.58	0.39	4.06	1.00	0.32
chr2	119722665	119722909	Peak_5339	119722787	4.43	4.67	0.23	20.00	1.00	0.04
chr2	119749672	119749916	Peak_3539	119749794	7.70	8.01	0.31	25.47	1.00	0.00
chr2	119897107	119897351	Peak_639	119897229	28.72	29.10	0.39	75.49	1.00	0.00
chr2	119897400	119897644	Peak_3316	119897522	8.32	8.55	0.24	36.12	1.00	0.00
chr2	119972228	119972472	Peak_13597	119972350	1.00	1.34	0.34	3.96	1.00	0.35
chr2	120076082	120076326	Peak_9643	120076204	1.78	1.84	0.05	35.72	0.99	0.18
chr2	120404116	120404360	Peak_4716	120404238	5.37	5.53	0.16	33.84	1.00	0.00
chr2	120563768	120564012	Peak_2994	120563890	9.41	9.57	0.16	59.97	1.00	0.00
chr2	120567596	120567840	Peak_1134	120567718	21.13	21.42	0.26	82.30	1.00	0.00
chr2	120731326	120731570	Peak_10867	120731448	1.46	1.62	0.16	10.23	1.00	0.24
chr2	120850549	120850793	Peak_2883	120850671	9.81	10.04	0.23	43.62	1.00	0.00
chr2	121140090	121140334	Peak_11971	121140212	1.25	1.43	0.18	7.88	1.00	0.27
chr2	121170998	121171242	Peak_4382	121171120	5.93	6.67	0.19	35.32	0.92	0.00
chr2	121289461	121289705	Peak_7418	121289583	2.68	2.73	0.05	53.79	1.00	0.13
chr2	121413401	121413645	Peak_13029	121413523	1.08	1.25	0.17	7.32	1.00	0.33
chr2	121456983	121457227	Peak_9891	121457105	1.71	2.15	0.44	4.88	1.00	0.20
chr2	121473885	121474129	Peak_4627	121474007	5.49	5.79	0.30	19.34	1.00	0.00
chr2	121506508	121506752	Peak_7482	121506630	2.65	2.80	0.14	19.44	1.00	0.13
chr2	121757041	121757285	Peak_10419	121757163	1.57	1.68	0.11	15.07	1.00	0.22
chr2	121782582	121782826	Peak_6863	121782704	3.05	3.22	0.17	18.74	1.00	0.10
chr2	121956345	121956589	Peak_2479	121956467	11.40	11.74	0.31	37.58	1.00	0.00
chr2	122028226	122028470	Peak_2543	122028348	11.14	11.40	0.26	43.43	1.00	0.00
chr2	122107822	122108066	Peak_4424	122107944	5.84	6.00	0.16	37.80	1.00	0.00
chr2	122118318	122118562	Peak_1000	122118440	22.55	23.04	0.49	47.34	1.00	0.00
chr2	122148001	122148245	Peak_13156	122148123	1.06	1.27	0.21	6.06	1.00	0.33
chr2	122234670	122234914	Peak_11187	122234792	1.39	1.55	0.08	18.61	0.95	0.23
chr2	122312847	122313091	Peak_8767	122312969	2.07	2.14	0.06	34.64	1.00	0.17
chr2	122375576	122375820	Peak_427	122375698	34.94	35.26	0.32	111.17	1.00	0.00
chr2	122377444	122377688	Peak_1715	122377566	15.46	15.61	0.15	101.42	1.00	0.00
chr2	122467867	122468111	Peak_5146	122467989	4.73	4.85	0.11	45.91	1.00	0.04
chr2	122630472	122630716	Peak_1620	122630594	16.11	16.36	0.24	66.81	1.00	0.00
chr2	122738249	122738493	Peak_12827	122738371	1.11	1.29	0.15	8.82	0.97	0.31
chr2	125507684	125507928	Peak_4766	125507806	5.28	5.42	0.13	41.52	1.00	0.00
chr2	125708808	125709052	Peak_11456	125708930	1.34	1.47	0.13	11.20	1.00	0.24
chr2	125760544	125760788	Peak_13157	125760666	1.06	1.13	0.06	17.90	1.00	0.33
chr2	125828452	125828696	Peak_5964	125828574	3.77	4.02	0.25	15.92	1.00	0.03
chr2	126151940	126152184	Peak_1524	126152062	16.95	17.09	0.14	121.82	1.00	0.00
chr2	126362278	126362522	Peak_11316	126362400	1.37	1.42	0.05	28.16	1.00	0.25
chr2	126432931	126433175	Peak_5221	126433053	4.62	4.78	0.16	29.75	1.00	0.04
chr2	126707102	126707346	Peak_811	126707224	25.41	25.60	0.19	135.80	1.00	0.00
chr2	126759722	126759966	Peak_8012	126759844	2.39	2.52	0.09	27.04	0.99	0.15
chr2	127004156	127004400	Peak_12215	127004278	1.21	1.27	0.07	19.40	1.00	0.30
chr2	127093118	127093362	Peak_11964	127093240	1.25	1.49	0.24	6.19	1.00	0.27
chr2	127133870	127134114	Peak_861	127133992	24.51	24.75	0.24	102.37	1.00	0.00
chr2	127216382	127216626	Peak_10633	127216504	1.52	1.74	0.22	7.89	1.00	0.23
chr2	127247713	127247957	Peak_1168	127247835	20.62	20.85	0.24	88.19	1.00	0.00
chr2	127270079	127270323	Peak_11044	127270201	1.42	1.62	0.19	8.30	1.00	0.23
chr2	127425015	127425259	Peak_577	127425137	30.24	30.66	0.42	73.36	1.00	0.00
chr2	127479755	127479999	Peak_9169	127479877	1.93	2.06	0.13	16.33	1.00	0.16
chr2	127521550	127521794	Peak_11306	127521672	1.37	1.49	0.12	12.69	1.00	0.25
chr2	127559425	127559669	Peak_12327	127559547	1.19	1.35	0.16	8.59	1.00	0.32
chr2	127584559	127584803	Peak_1663	127584681	15.84	16.20	0.36	44.81	1.00	0.00
chr2	127590208	127590452	Peak_629	127590330	28.98	29.18	0.20	145.31	1.00	0.00
chr2	127792423	127792667	Peak_728	127792545	26.73	26.96	0.22	119.91	1.00	0.00
chr2	127831724	127831968	Peak_2147	127831846	12.93	13.15	0.22	60.62	1.00	0.00
chr2	128102351	128102595	Peak_2811	128102473	10.12	10.23	0.11	91.60	1.00	0.00
chr2	128105673	128105917	Peak_1705	128105795	15.50	15.63	0.14	113.95	1.00	0.00
chr2	128165874	128166118	Peak_11073	128165996	1.42	1.56	0.14	10.78	1.00	0.23
chr2	128687342	128687586	Peak_2220	128687464	12.58	12.78	0.20	64.59	1.00	0.00
chr2	128862731	128862975	Peak_2175	128862853	12.78	12.97	0.20	66.15	1.00	0.00
chr2	128872339	128872583	Peak_703	128872461	27.17	27.29	0.12	220.89	1.00	0.00
chr2	128944027	128944271	Peak_386	128944149	36.65	36.74	0.10	380.39	1.00	0.00
chr2	129127182	129127426	Peak_7563	129127304	2.61	2.73	0.12	23.56	1.00	0.13
chr2	129150231	129150475	Peak_7717	129150353	2.54	2.74	0.20	13.47	1.00	0.13
chr2	129173447	129173691	Peak_5388	129173569	4.36	4.51	0.15	29.76	1.00	0.04
chr2	129193754	129193998	Peak_12484	129193876	1.17	1.36	0.19	7.09	1.00	0.31
chr2	129252420	129252664	Peak_11543	129252542	1.32	1.40	0.07	18.90	1.00	0.25
chr2	129253240	129253484	Peak_105	129253362	57.84	58.20	0.36	161.59	1.00	0.00
chr2	129602386	129602630	Peak_4551	129602508	5.60	5.89	0.29	20.26	1.00	0.00
chr2	129675898	129676142	Peak_9697	129676020	1.77	2.00	0.23	8.70	1.00	0.19
chr2	130118727	130118971	Peak_6212	130118849	3.53	3.60	0.07	53.91	1.00	0.08
chr2	130274095	130274339	Peak_6162	130274217	3.58	11.60	0.28	41.55	0.32	0.06
chr2	130397753	130397997	Peak_9478	130397875	1.84	2.04	0.21	9.91	1.00	0.16
chr2	130423677	130423921	Peak_5123	130423799	4.76	4.87	0.09	51.58	1.00	0.02
chr2	130424234	130424478	Peak_8882	130424356	2.03	2.38	0.35	6.77	1.00	0.17
chr2	130563595	130563839	Peak_12104	130563717	1.23	1.30	0.07	19.34	1.00	0.29
chr2	130664238	130664482	Peak_1341	130664360	18.66	18.95	0.30	63.99	1.00	0.00
chr2	130697285	130697529	Peak_7918	130697407	2.44	2.52	0.09	29.60	1.00	0.15
chr2	130719582	130719826	Peak_7759	130719704	2.51	2.68	0.17	15.87	1.00	0.13
chr2	131142983	131143227	Peak_5814	131143105	3.92	4.14	0.21	19.44	1.00	0.03
chr2	131144915	131145159	Peak_7183	131145037	2.83	3.16	0.33	9.45	1.00	0.13
chr2	131180151	131180395	Peak_8305	131180273	2.26	2.42	0.16	14.83	1.00	0.17
chr2	131352912	131353156	Peak_3478	131353034	7.86	7.98	0.12	65.20	1.00	0.00
chr2	131561241	131561485	Peak_11396	131561363	1.35	1.61	0.25	6.35	1.00	0.25
chr2	131741189	131741433	Peak_10386	131741311	1.58	1.71	0.13	13.02	1.00	0.22
chr2	131801329	131801573	Peak_4373	131801451	5.94	6.11	0.17	35.12	1.00	0.00
chr2	131950088	131950332	Peak_10849	131950210	1.47	1.80	0.33	5.46	1.00	0.24
chr2	132115195	132115439	Peak_8436	132115317	2.20	2.33	0.13	17.57	1.00	0.17
chr2	132253095	132253339	Peak_10297	132253217	1.60	1.87	0.27	6.98	1.00	0.22
chr2	132515196	132515440	Peak_11380	132515318	1.36	1.64	0.28	5.77	1.00	0.25
chr2	132515622	132515866	Peak_7368	132515744	2.72	2.91	0.19	15.08	1.00	0.14
chr2	132593693	132593937	Peak_3236	132593815	8.57	8.99	0.41	21.75	1.00	0.00
chr2	132689709	132689953	Peak_8288	132689831	2.27	2.46	0.19	12.81	1.00	0.17
chr2	132714279	132714523	Peak_2724	132714401	10.43	10.70	0.28	38.54	1.00	0.00
chr2	132781301	132781545	Peak_5019	132781423	4.90	5.09	0.19	26.77	1.00	0.02
chr2	132939227	132939471	Peak_7078	132939349	2.90	3.02	0.12	26.19	1.00	0.11
chr2	132966561	132966805	Peak_7479	132966683	2.65	2.75	0.10	28.69	1.00	0.13
chr2	133167072	133167316	Peak_6594	133167194	3.23	3.33	0.11	31.24	1.00	0.09
chr2	133614774	133615018	Peak_5118	133614896	4.77	4.90	0.14	35.54	1.00	0.02
chr2	134643546	134643790	Peak_6149	134643668	3.59	3.70	0.08	48.49	0.99	0.07
chr2	135658438	135658682	Peak_3369	135658560	8.16	8.27	0.11	74.77	1.00	0.00
chr2	135712010	135712254	Peak_7410	135712132	2.69	2.85	0.16	17.92	1.00	0.13
chr2	135743871	135744115	Peak_12638	135743993	1.14	1.36	0.22	6.15	1.00	0.31
chr2	135778360	135778604	Peak_5558	135778482	4.17	4.27	0.10	41.75	1.00	0.04
chr2	136387769	136388013	Peak_5289	136387891	4.51	4.82	0.31	15.64	1.00	0.04
chr2	136840241	136840485	Peak_10697	136840363	1.50	1.60	0.10	16.01	1.00	0.23
chr2	136891059	136891303	Peak_1317	136891181	18.89	19.07	0.18	103.20	1.00	0.00
chr2	136891448	136891692	Peak_3180	136891570	8.75	9.00	0.25	35.75	1.00	0.00
chr2	137116680	137116924	Peak_6180	137116802	3.56	3.68	0.13	29.20	1.00	0.08
chr2	138256380	138256624	Peak_3364	138256502	8.18	8.41	0.23	36.62	1.00	0.00
chr2	138427232	138427476	Peak_6445	138427354	3.34	3.42	0.08	42.96	1.00	0.08
chr2	139677417	139677661	Peak_9935	139677539	1.70	2.07	0.37	5.57	1.00	0.21
chr2	139783367	139783611	Peak_9079	139783489	1.97	2.17	0.20	10.74	1.00	0.16
chr2	139847853	139848097	Peak_6542	139847975	3.26	3.41	0.15	23.22	1.00	0.09
chr2	140170533	140170777	Peak_5127	140170655	4.76	5.12	0.36	14.06	1.00	0.02
chr2	140395184	140395428	Peak_6624	140395306	3.21	3.26	0.05	64.66	1.00	0.09
chr2	140671312	140671556	Peak_2888	140671434	9.79	10.13	0.33	30.25	1.00	0.00
chr2	142901415	142901659	Peak_6122	142901537	3.62	3.69	0.05	73.22	0.99	0.05
chr2	142902878	142903122	Peak_2703	142903000	10.51	10.64	0.13	80.38	1.00	0.00
chr2	143062828	143063072	Peak_4654	143062950	5.45	5.63	0.17	32.47	1.00	0.00
chr2	143889913	143890157	Peak_6512	143890035	3.28	3.34	0.05	64.00	1.00	0.09
chr2	143915426	143915670	Peak_4522	143915548	5.66	5.87	0.21	27.92	1.00	0.00
chr2	143928656	143928900	Peak_8424	143928778	2.21	2.47	0.26	9.43	1.00	0.17
chr2	144011408	144011652	Peak_7997	144011530	2.40	2.53	0.12	20.26	1.00	0.15
chr2	144014075	144014319	Peak_10524	144014197	1.54	1.67	0.13	12.93	1.00	0.23
chr2	144227122	144227366	Peak_10036	144227244	1.67	1.77	0.10	17.59	1.00	0.21
chr2	144317720	144317964	Peak_12845	144317842	1.11	1.57	0.46	3.41	1.00	0.31
chr2	144332041	144332285	Peak_7086	144332163	2.90	3.03	0.14	22.37	1.00	0.11
chr2	144399497	144399741	Peak_10491	144399619	1.56	1.77	0.22	8.19	1.00	0.23
chr2	144489456	144489700	Peak_12063	144489578	1.24	1.43	0.20	7.29	1.00	0.29
chr2	144765609	144765853	Peak_6237	144765731	3.51	3.72	0.21	17.79	1.00	0.08
chr2	145323032	145323276	Peak_9342	145323154	1.88	2.13	0.25	8.51	1.00	0.16
chr2	145574983	145575227	Peak_4516	145575105	5.68	5.79	0.11	54.99	1.00	0.00
chr2	145675215	145675459	Peak_3690	145675337	7.33	7.62	0.28	26.90	1.00	0.00
chr2	145675849	145676093	Peak_11236	145675971	1.39	1.54	0.15	10.20	1.00	0.24
chr2	146209242	146209486	Peak_1892	146209364	14.38	14.58	0.19	74.78	1.00	0.00
chr2	146220945	146221189	Peak_10890	146221067	1.46	1.66	0.21	8.05	1.00	0.24
chr2	146512125	146512369	Peak_2512	146512247	11.28	11.44	0.16	73.21	1.00	0.00
chr2	146621377	146621621	Peak_13580	146621499	1.00	1.12	0.11	9.76	1.00	0.35
chr2	146792981	146793225	Peak_5169	146793103	4.69	4.82	0.13	38.18	1.00	0.04
chr2	147362382	147362626	Peak_2864	147362504	9.90	10.01	0.11	91.41	1.00	0.00
chr2	147615263	147615507	Peak_10941	147615385	1.45	1.50	0.05	29.63	1.00	0.24
chr2	148406179	148406423	Peak_8940	148406301	2.01	2.19	0.18	12.30	1.00	0.17
chr2	148672511	148672755	Peak_3368	148672633	8.16	8.34	0.18	45.86	1.00	0.00
chr2	148680817	148681061	Peak_1894	148680939	14.38	14.63	0.25	58.06	1.00	0.00
chr2	148732072	148732316	Peak_9337	148732194	1.88	2.06	0.18	11.26	1.00	0.16
chr2	148732335	148732579	Peak_1316	148732457	18.90	19.07	0.18	108.99	1.00	0.00
chr2	149158482	149158726	Peak_5671	149158604	4.07	4.22	0.15	27.26	1.00	0.04
chr2	149831876	149832120	Peak_11650	149831998	1.30	1.58	0.28	5.65	1.00	0.26
chr2	150341168	150341412	Peak_11158	150341290	1.40	1.54	0.14	11.36	1.00	0.23
chr2	150684547	150684791	Peak_1402	150684669	17.98	18.23	0.25	74.28	1.00	0.00
chr2	150748880	150749124	Peak_907	150749002	23.88	23.96	0.08	302.75	1.00	0.00
